VISA	TITRE	RÉALISATEUR	GENRE	DEVIS
134202	Nuits d'été (Les)	FANFANI Mario	fiction	2,992,000										
120752	Orage	CAMOIN Fabrice	fiction	2,414,361										
134221	Papa lumière	LOUEILH Ada	fiction	3,240,532										
133679	Paradise lost	DI STEPHANO Andrea	fiction	15,109,016										
122026	Parenthèse	TANGUY Bernard	fiction	536,455										
136251	Passion selon Laetitia (La)	TALON Julie	docu	457,959										
129767	Patria obscura	RAGOT Stephane	docu	242,057										
137451	Porte d'Anna (La)	DUMONT Patrick / HEBRARD Francois	docu	155,709										
135294	Pouvoir (Le)	ROTMAN Patrick	docu	1,251,518										
131182	Qu'Allah bénisse la France	FAYETTE-MIKANO Regis	fiction	2,498,260										
125186	Qui vive	TARDIEU Marianne	fiction	1,492,650										
134177	Rengaine	DJAIDANI Rachid	fiction	199,688										
130274	Rue des cités	MAY Carine / ZOUHANI Hakim	fiction	288,461										
136720	Run	LACOTE Philippe	fiction	1,838,805										
134854	Sarajeviens	FRITSCH Damien	docu	456,132										
126683	Situation amoureuse : c'est compliqué	PAYET Manu	fiction	4,766,576										
131426	Sud eau nord déplacer	BOUTET Antoine	docu	472,742										
132530	Tempête sous un crane	BOUFFARTIGUE Clara	docu	160,221										
133063	Terre battue	DEMOUSTIER Stephane	fiction	2,894,149										
134268	Tonnerre	BRAC Guillaume	fiction	2,021,329										
125512	Tristesse club	MARIETTE Vincent	fiction	2,058,247										
118261	Un monde truqué	EKINCI Franck / DESMARES Christian	anim	9,180,292										
138078	Venise sous la neige	HERSCHEL Elliott	fiction	956,279										
113681	Victor Young Perez	OUANICHE Jacques	fiction	4,321,024										
122977	Vincent	SALVADOR Thomas	fiction	1,919,230										
135710	You'll never walk alone	SAILLET Yannick	fiction	2,280,407										
136772	Zona franca	LAZAREVSKI Georgi	docu	350,860										
123685	A COUP SÛR	DE VIGAN Delphine	fiction	5,484,201										
134295	ADULESCENT (L')	SEGUELA Tristan	fiction	6,956,834										
127187	ARMEE DU SALUT (L')	TAIA Abdellah	fiction	1,148,466										
128634	ASTERIX ET LE DOMAINE DES DIEUX	CLICHY Louis	animation	31,031,499										
127308	AUTRE VIE DE RICHARD KEMP (L')	ALVAREZ Germinal	fiction	3,904,534										
130299	BANGKOK RENAISSANCE	MINEO Jean-Marc	fiction	896,596										
133081	BATAILLE DE SOLFERINO (LA)	TRIET Justine	fiction	842,775										
128731	BEAUTE, L'ART RESCAPE DES CAMPS NAZIS (LA)	COGNET Christophe	documentaire	800,000										
128996	BELLE VIE (LA)	DENIZOT Jean	fiction	1,937,296										
129776	BELLES ANNEES (LES)	PROUST Frédéric	fiction	1,842,352										
128047	BLEU PETROLE	TREBAL Nadège	documentaire	312,533										
129115	BOVINES OU LA VRAIE VIE DES VACHES	GRAS Emmanuel	documentaire	175,993										
131570	BRACONNE (LA)	RONDIERE Samuel	fiction	1,926,228										
132855	BRADDOCK AMERICA	PORTRON Jean-Loïc / KESSLER Gabriella	documentaire	479,664										
124489	CAGE DOREE (LA)	ALVES Ruben	fiction	7,016,941										
130734	CHASSE AU SNARK (LA)	DROUET François-Xavier	documentaire	237,026										
131874	CHEBA	CHARPIAT Françoise	fiction	3,775,496										
132257	CHERCHER LE GARCON	SEBBAGH Dorothée	fiction	322,183										
130059	DISPARAISSEZ LES OUVRIERS !	THEPENIER Christine / PRIESTER Jean-François	documentaire	153,979										
133732	DOUTES	KUMAR Yamini Lila	fiction	203,272										
131480	DUNE (LA)	AVIRAM Yossi	fiction	2,500,000										
132126	DZMA	GRENADE Teona / GRENADE Thierry	fiction	988,736										
124051	EL PUESTO	LEVEQUE Aurélien	documentaire	191,600										
116258	EN SOLITAIRE	OFFENSTEIN Christophe	fiction	16,987,760										
126724	ENTRE LES BRAS, LA CUISINE EN HERITAGE	LACOSTE Paul	documentaire	362,466										
130383	FLEURS DU MAL	DUSA David	fiction	328,165										
128137	GAMINS (LES)	MARCIANO Anthony	fiction	9,503,602										
134320	GARÇONS ET GUILLAUME, A TABLE ! (LES)	GALLIENNE Guillaume	fiction	7,855,208										
127870	GIRAFFADA	MASSALHA Rani	fiction	1,337,473										
130885	GRAND DEPART (LE)	MERCIER Nicolas	fiction	3,997,649										
128039	HOTEL DU PARADIS	BERNE Claude	fiction	227,091										
128806	HYPOTHESE DU MOKELE-MBEMBE (L')	VOIGNIER Marie	documentaire	66,659										
127628	INITIATION	GIRERD Stéphanie	fiction	684,324										
125083	JASMINE	UGHETTO Alain	animation	714,640										
129793	JC COMME JESUS CHRIST	ZACCAI Jonathan	fiction	676,911										
119630	JE M'APPELLE HMMM…	TROUBLE Agnès	fiction	2,170,996										
115188	JE SUIS SUPPORTER DU STANDARD	LIEBMAN Henri	fiction	2,077,350										
133300	JOUR ATTENDRA (LE)	MARIE Edgar	fiction	3,950,333										
133576	JULIETTE	GODEAU Pierre	fiction	1,967,279										
122797	LANDES	VIVES François-Xavier	fiction	2,012,542										
133521	LOVE LOVE LOVE	MERCIER Bruno	fiction	98,010										
127236	MA MAMAN EST EN AMERIQUE, ELLE A RENCONTRE BUFFALO BILL	BOREAL Marc / CHATEL Thibaut	animation	3,735,600										
132254	MARUSSIA	PERVOLOVICI Eva	fiction	325,000										
134036	MEME PAS MAL	ROY Maxime / TREQUESSER Jérémy	fiction	119,584										
121056	MINUSCULE	GIRAUD Hélène / SZABO Thomas	animation	10,150,885										
134231	MOHAMED DUBOIS	ONA Ernesto	fiction	3,997,294										
132340	MOSKOVITCH, MON AMOUR	SHAHBAZYAN Aram	fiction	304,563										
131784	NANA	MASSADIAN Valérie	fiction	244,208										
129160	NE QUELQUE PART	HAMIDI Mohamed	fiction	5,460,691										
133854	NOS HEROS SONT MORTS CE SOIR	PERRAULT David	fiction	3,180,382										
133219	NOTRE MONDE	LACOSTE Thomas	documentaire	150,297										
131163	OCEANE	SAUVEGRAIN Nathalie / APPIETTO Philippe	fiction	625,770										
133545	OUTREAU, L'AUTRE VERITE	GARDEBLED Serge	documentaire	235,510										
132018	PARIS A TOUT PRIX	KHERICI Reem	fiction	3,995,759										
131880	PASSER L'HIVER	BARBET Aurélia	fiction	1,490,639										
133626	PETITS PRINCES (LES)	LEBASQUE Vianney	fiction	3,835,047										
130500	PHOTO	SABOGA Carlos	fiction	1,960,075										
120670	PIECE MANQUANTE (LA)	BIRKENSTOCK Nicolas	fiction	1,087,885										
134072	PIFANO, LES FAUBOURGS DE L'OMBRE	DE PERETTI Thierry	fiction	1,072,245										
114265	POP REDEMPTION	LE GALL Martin	fiction	3,919,560										
94279	POURQUOI J'AI (PAS) MANGE MON PERE	DEBBOUZE Jamel	animation	31,797,563										
127804	QU'ILS REPOSENT EN REVOLTE (DES FIGURES DE GUERRE I)	GEORGE Sylvain	documentaire	82,960										
126477	REINES DU RING (LES)	RUDNICKI Jean-Marc	fiction	10,906,743										
130222	RENCONTRES D'APRES MINUIT (LES)	GONZALEZ Yann	fiction	1,320,109										
130276	RIVES	HOSTIOU Armel	fiction	180,394										
130873	ROUTE DU RETOUR (LA)	GILLARD Stéphanie	documentaire	362,609										
132862	SABABOU, L'ESPOIR	BENCHIKH Samir	documentaire	62,006										
120101	SECRET DE LOULOU (LE)	OMOND Eric	animation	7,320,531										
129913	SENS DE L'AGE (LE)	VIROT Ludovic	documentaire	300,707										
130177	SENS DE L'HUMOUR (LE)	CANTO Maryline	fiction	1,049,679										
127984	STRATEGIE DE LA POUSSETTE (LA)	MICHEL Clément	fiction	5,157,198										
132085	SUPER TRASH	LOUGE ESPOSITO Martin	fiction	218,991										
128717	UN P'TIT GARS DE MENILMONTANT	MINIER Alain	fiction	2,383,976										
132077	UNE CHANSON POUR MA MERE	FRANKA Joël	fiction	3,975,496										
128693	UNE HISTOIRE D'AMOUR	FILLIERES Hélène	fiction	6,016,196										
119476	VANDAL	CISTERNE Hélier	fiction	2,365,267										
133220	VOYAGE EN GUEDIGUIAN	SASIA Bernard	documentaire	308,851										
127885	10 JOURS EN OR	BROSSETTE Nicolas	fiction	6,321,061										
128496	AFTER	MAILLET Geraldine	fiction	2,218,000										
128106	AIR DE RIEN (L')	MAGNE Gregory / VIARD Stephane	fiction	960,346										
119230	ALYAH	WAJEMAN Elie	fiction	1,796,870										
120595	AMAZONIA	RAGOBERT Thierry	documentaire	9,473,556										
130930	AMITIÉS SINCÈRES	ARCHINARD Stephane / PREVOT-LEYGONIE François	fiction	5,249,436										
117576	AMOUR DURE TROIS ANS (L')	BEIGBEDER Frederic	fiction	6,709,098										
131571	ARCHIPELITUDE	VIRET Patrick	documentaire	386,866										
125631	ARRÊTE DE PLEURER PÉNÉLOPE	ARNAUD Juliette / PUGET Corinne	fiction	3,006,988										
130782	AU GALOP	DE LENCQUESAING Louis-Do	fiction	2,219,387										
119412	AUGUSTINE	WINOCOUR Alice	fiction	3,980,000										
127416	CASSOS	CARRESE Philippe	fiction	419,809										
125637	CERISE SUR LE GÂTEAU (LA)	MORANTE Laura	fiction	4,634,297										
123834	CETTE ANNÉE-LÀ	MALLE Justine	fiction	711,918										
119599	CHRONIQUES D'UNE COUR DE RÉCRÉ	FRITAH Brahim	fiction	1,181,275										
129321	CITÉ ROSE (LA)	ABRAHAM Julien	fiction	3,646,040										
121679	COMME DES FRERES	GELIN Hugo	fiction	4,912,021										
123221	CRAWL	LASGOUTTES Herve	fiction	1,168,496										
124148	DAVID ET MADAME HANSEN	ASTIER Alexandre	fiction	6,670,000										
124437	DE FORCE	HENRY Frank	fiction	6,677,645										
127180	DELICATESSE (LA)	FOENKINOS David / FOENKINOS Stephane	fiction	6,870,776										
125505	DES MORCEAUX DE MOI	LEMESLE Nolwenn	fiction	1,904,258										
131257	DÉTROIT MES FANTÔMES	FAIGENBAUM Steve	documentaire	508,528										
129487	"ESPRIT DU VIN ""REVEIL DES TERROIRS"" (L')"	MINVIELLE Olympe / MINVIELLE Yvon	documentaire	133,890										
129446	ETRE LÀ	SAUDER Régis	documentaire	425,000										
124495	EYES FIND EYES	FERNANDEZ Jean-Manuel / WILLIAMS Sean Price	fiction	186,701										
129587	FILLE DU 14 JUILLET (LA)	PERETJATKO Antonin	fiction	1,003,532										
128236	FILS DU MARCHAND D'OLIVES (LE)	ZEITINDJIOGLOU Mathieu	documentaire	62,348										
123731	FRIENDS FROM FRANCE	WEIL Anne / KOTLARSKI Philippe	fiction	3,461,227										
099683	GIGOLA	CHARPENTIER Laure	fiction	4,930,369										
130621	HÉRITAGE	ABBASS Hiam	fiction	2,251,214										
130199	HONK	GAILLARD Arnaud / VASSAULT Florent	documentaire	247,786										
125837	ICH NOU (NOS ENFANTS)	GROS-DUBOIS Christophe	fiction	691,014										
129036	ICI ON NOIE LES ALGERIENS 17 OCTOBRE 1961	BOUKEHIL Yasmina	documentaire	617,235										
128666	INCIDENT AT SANS ASYLUM	COURTES Alexandre	fiction	3,000,641										
122288	J'AIME REGARDER LES FILLES	LOUF Frederic	fiction	2,008,909										
127451	JE ME SUIS FAIT TOUT PETIT	ROUAUD Cecilia	fiction	3,828,676										
124632	JEUX DES NUAGES ET DE LA PLUIE (LES)	DE LAJARTE Benjamin	fiction	1,909,792										
130715	KAIRA (LES)	GASTAMBIDE Franck	fiction	3,995,859										
117107	LENDEMAINS (LES)	PAGNOT Benedicte	fiction	1,186,696										
128897	MAFROUZA	DEMORIS Emmanuelle	documentaire	626,096										
125712	MAITRE DU MONDE	GIORDANO Enrico	fiction	93,434										
125977	MARIAGE A MENDOZA	DELUC Edouard	fiction	1,298,121										
130154	MARIAGE BOULETTE	DANTEC Frederic	fiction	1,240,721										
128894	MAUVAISE FILLE	MILLE Patrick	fiction	5,202,860										
130200	MOUTON	PISTONE Marianne / DEROO Gilles	fiction	750,000										
128678	NESMA	BEHI Homeida	fiction	1,577,373										
130248	NOS PLUS BELLES VACANCES	LELLOUCHE Philippe	fiction	6,981,839										
127787	NUIT NOMADE (LA)	CHAUD Marianne	documentaire	650,064										
128487	ON NE CHOISIT PAS SA FAMILLE	CLAVIER Christian	fiction	13,935,379										
119798	OUF	CORIDIAN Yann	fiction	1,335,434										
107854	PARADIS DES BETES (LE)	LARRIVAZ Estelle	fiction	1,603,914										
128530	PARIS-MANHATTAN	LELLOUCHE Sophe	fiction	5,328,048										
127568	PAYS RÊVÉ	CHOUAIB Jihane	documentaire	321,484										
127625	PLAN DE TABLE	RAYNAL Christelle	fiction	7,531,133										
129015	POPULAIRE	ROINSARD Regis	fiction	14,712,261										
129634	POUR QUELQUES POUSSIÈRES	ROY Emmanuel	documentaire	426,720										
126417	POURQUOI TU PLEURES ?	LEWKOWICZ Katia	fiction	3,271,879										
127339	PRESIDENT (LE)	JEULAND Yves	documentaire	330,570										
130359	PSEUDONYM	SEBBAN Thierry	fiction	971,854										
129030	RADIOSTARS	LEVY Romain	fiction	5,453,619										
124847	REUSSIR SA VIE	FORGEARD Benoit	fiction	123,443										
127019	RIZIÈRE (LA)	ZHU Xiaoling	fiction	669,012										
125826	SEA, NO SEX AND SUN	TURPIN Christophe	fiction	3,777,344										
115549	SHANGHAÏ-BELLEVILLE	LEE Show-Chun	fiction	1,759,095										
124514	TERRE DES OURS	VINCENT Guillaume	documentaire	4,986,936										
125122	THE HUNTERS	BRIANT Chris	fiction	2,307,832										
122796	TRIBULATIONS D'UNE CAISSIERE (LES)	RAMBALDI Pierre	fiction	6,402,326										
129123	UN MÉDIANOCHE	PREUSS Shalimar	fiction	381,255										
127350	UNE ESTONIENNE A PARIS	RAAG Ilmar	fiction	2,689,686										
129058	VIE D'UNE AUTRE (LA)	TESTUD Sylvie	fiction	6,201,593										
119459	VIE MURMUREE (LA)	LE JALU Marie-Francine / SIONNET Gilles	documentaire	159,691										
126312	ZANA	QUINN Nick	fiction	3,127,197										
123968	17 FILLES	COULIN Delphine / COULIN Muriel	fiction	3,004,976										
122507	8TH WONDERLAND	MACH Jean / ALBERNY Nicolas	fiction	741,614										
122507	8TH WONDERLAND	MACH Jean / ALBERNY Nicolas	fiction	741,614										
121548	ADOPTES (LES)	LAURENT Mélanie	fiction	3,989,768										
127660	AMERICANO	DEMY Mathieu	fiction	2,608,163										
120543	AMOURS SECRETES (LES)	PHELIZON Franck	fiction	937,635										
124345	APPRENTI PÈRE NOEL (L')	VINCIGUERRA Luc	animation	5,345,216										
126853	APRES LE SUD	JAUFFRET Jean-Jacques	fiction	917,686										
126264	ART DE SEDUIRE (L')	MAZARGUIL Guy	fiction	1,321,465										
125839	ARTICLE 23	DELEPINE Jean-Pierre	fiction	503,432										
121867	BELLEVILLE TOKYO	GIRARD Elise	fiction	524,550										
124377	BERNARD NI DIEU NI CHAUSSETTES	BOUCHER Pascal	documentaire	92,243										
126924	BRINDILLE (LA)	MILLET Emmanuelle	fiction	2,803,053										
126377	CASE DEPART	EBOUE Fabrice / STEKETEE Lionel / NGIJOL Thomas	fiction	9,222,724										
124920	COMMISSARIAT	KIPPLER Ilan / VERNIER Virgil	documentaire	274,231										
126255	COULEUR DE PEAU : MIEL	BOILEAU Laurent / HENIN Jung	animation	3,965,953										
122996	CROSSDRESSER	POUPAUD Chantal	documentaire	155,260										
127028	DE L'HUILE SUR LE FEU	BENAMOU Nicolas	fiction	3,320,336										
121279	DERRIERE LES MURS	SID Pascal / LACOMBE Julien	fiction	3,212,683										
124234	DEUX DE LA VAGUE	LAURENT Emmanuel	documentaire	596,135										
123209	DIABLE DANS LA PEAU (LE)	MARTINERIE Gilles	fiction	1,257,795										
110762	EN VILLE	MREJEN Valérie	fiction	767,857										
125780	FILLE DU PUISATIER (LA)	AUTEUIL Daniel	fiction	12,500,041										
125754	FILS DU VENT (LES)	LE JEAN Bruno	documentaire	813,968										
127080	FORCES SPÉCIALES	RYBOJAD Stephane	fiction	9,925,089										
127898	GUERRE EST DECLAREE (LA)	DONZELLI Valérie	fiction	1,824,082										
126295	HALAL, POLICE D'ETAT	DHIBOU Rachid	fiction	11,069,956										
121251	IL RESTE DU JAMBON ?	DEPETRINI Anne	fiction	6,896,470										
105756	ITINERAIRE BIS	PERREARD Jean-Luc	fiction	3,998,300										
122528	JOUR DE LA GRENOUILLE (LE)	POLLET Beatrice	fiction	508,049										
117160	JOUR DES CORNEILLES (LE)	DESSAINT Jean-Christophe	animation	6,600,000										
118080	LEA	ROLLAND Bruno	fiction	1,072,862										
116262	LEGITIME DEFENSE	LACAN Pierre	fiction	4,903,875										
125253	LET MY PEOPLE GO !	BUCH Mikael	fiction	3,987,263										
121105	LIBRE ECHANGE	GISQUIERE Serge / OFFENSTEIN Christophe	fiction	6,201,168										
125866	LOUISE WIMMER	MENNEGUN Cyril	fiction	2,138,136										
124961	MA PREMIERE FOIS	MENTION SCHAAR Marie-Castille	fiction	6,188,543										
127297	MAIS Y VA OU LE MONDE ?	PAPAGALLI Serge	fiction	466,210										
124663	MECANIQUE DU CŒUR (LA)	MALZIEU Mathias / BERLA Stephane	animation	19,555,374										
119509	MEMORIES CORNER	FOUCHE Audrey	fiction	2,364,468										
123218	MICHEL PETRUCCIANI - CORPS ET AME	RADFORD Michael	documentaire	1,451,304										
124257	MIKE	BLUMERS Lars	fiction	2,097,034										
126512	MON PERE EST FEMME DE MENAGE	AZZEDDINE Saphia	fiction	5,912,214										
123905	MONSIEUR PAPA	MERAD Kad	fiction	9,737,805										
118872	MY LITTLE PRINCESS	IONESCO Eva	fiction	2,908,277										
122674	NICOSTRATOS LE PELICAN	HORLAIT Olivier	fiction	4,999,485										
119957	ŒIL DE L'ASTRONOME (L')	NEUMANN Stan	fiction	1,500,568										
127490	OMBLINE	CAZES Stephane	fiction	2,891,613										
125921	PARADIS PERDU	DEBOISE Eve	fiction	1,750,062										
115789	PARLEZ-MOI DE VOUS	PINAUD Pierre	fiction	3,668,806										
126449	PHILIBERT	FUSEE Sylvain	fiction	12,046,042										
120361	PICNIC	SITARU Adrian	fiction	238,634										
126307	PLANQUE (LA)	ISKER Akim	fiction	5,603,732										
126410	QUI A ENVIE D'ETRE AIME ?	GIAFFERI Anne	fiction	3,499,586										
124897	REQUIEM POUR UNE TUEUSE	LE GRIS Jerome	fiction	8,459,178										
107077	SECRET DES ENFANTS FOURMIS (LE)	FRANCOIS Christine	fiction	2,563,773										
124908	TEHERAN	HOMAYOUN Nader Takmil	fiction	146,632										
126584	UN BAISER PAPILLON 	SILLA Karine	fiction	6,099,929										
118829	UN NUAGE DANS UN VERRE D'EAU	SAMARASINGHE Srinath	fiction	1,567,960										
125311	UNE PURE AFFAIRE	COFFRE Alexandre	fiction	3,720,200										
124837	VIERGE, LES COPTES ET MOI (LA)	MESSEEH Namir Abdel	documentaire	355,752										
115135	VOIE RAPIDE	RODRIGUEZ Christophe	fiction	849,880										
123211	WOMEN ARE HEROES	RODACH Jeremie	documentaire	866,800										
125475	YEUX OUVERTS (LES)	CHAUDIER Frédéric	documentaire	458,790										
122888	…OÙ ALLONS NOUS ?	BAZZ Nicolas	fiction	2,002,316										
124147	A CIEL OUVERT	COMPAN Inès	documentaire	334,866										
122648	ABSENCE (L')	DE GASPERIS Cyril	fiction	198,747										
123158	ANGELE ET TONY	DELAPORTE Alix	fiction	1,301,742										
122207	AO LE DERNIER NEANDERTAL	MALATERRE Jacques	fiction	13,398,412										
123625	ARNACOEUR (L')	CHAUMEIL Pascal	fiction	8,713,198										
109039	BEAU RIVAGE	DONADA Julien	fiction	1,239,409										
118871	BELLE EPINE	ZLOTOWSKI Rebecca	fiction	1,864,561										
123086	BUS PALLADIUM	THOMPSON Christopher	fiction	7,935,256										
122301	CA COMMENCE PAR LA FIN	COHEN Michaël	fiction	2,100,232										
122284	CAPTIFS	GOZLAN Yann	fiction	2,161,246										
114153	CHANTEUR (LE)	HAWAL Kassem	fiction	1,006,688										
122983	CHICAS	REZA Yasmina	fiction	6,800,627										
111084	DANS TES BRAS	GILLET Hubert	fiction	2,228,823										
121650	DERNIER ETAGE, GAUCHE, GAUCHE	CIANCI Angelo	fiction	3,500,000										
118483	DERNIERE SAISON (COMBALIMON)	MATHIE Raphael	documentaire	251,544										
113412	DJINNS	MARTIN Hugues	fiction	2,747,862										
124608	DRIFT AWAY	SICARD Daniel	fiction	1,684,503										
119231	FAMILLE WOLBERG (LA)	ROPERT Axelle	fiction	1,800,233										
124459	FETE DES VOISINS, IMMEUBLES EN FETE (LA)	HADDAD David	fiction	626,763										
124607	FILS A JO (LE)	GUILLARD Philippe	fiction	8,266,037										
117276	FIN DU SILENCE (LA)	EDZARD Christine	fiction	1,506,427										
097901	GRANDE VIE (LA)	SALINGER Emmanuel	fiction	3,148,394										
118385	HENRY	Kafka / REMY Pascal	fiction	1,014,177										
119455	HUMAN ZOO	RASMUSSEN Rie	fiction	4,030,345										
123044	IMOGENE MCCARTHERY	CHARLOT Alexandre / MAGNIER Franck	fiction	16,612,667										
115411	JIMMY RIVIERE	LUSSI-MODESTE Teddy	fiction	2,365,263										
118752	LADY BLOOD	VINCENT Jean-Marc	fiction	1,994,728										
120378	LEGER TREMBLEMENT DU PAYSAGE	FERNANDEZ Philippe	fiction	203,197										
123887	LISIERE (LA)	BAJARD Géraldine	fiction	1,982,069										
121575	LOI DE MURPHY (LA)	CAMPOS Christophe	fiction	5,966,738										
123837	MA COMPAGNE DE NUIT	BROCARD Isabelle	fiction	2,125,431										
122490	MAC (LE)	BOURDIAUX Pascal	fiction	12,350,789										
118557	MAINS LIBRES (LES)	SY Brigitte	fiction	1,638,050										
122169	MALETTE ROUGE (LA)	MAZAURIC Bernard	fiction	1,312,807										
118322	MEILLEURS AMIS DU MONDE (LES)	RAMBALDI Julien	fiction	5,178,490										
119567	MEMORY LANE	HERS Mikhaël	fiction	1,180,704										
121405	MEUTE (LA)	RICHARD Franck	fiction	2,866,560										
118467	NOS RESISTANCES	COGITORE Romain	fiction	848,300										
123025	NOTRE ETRANGERE	BOUYAIN Sarah	fiction	1,402,868										
122496	NOTRE JOUR VIENDRA	GAVRAS Romain	fiction	3,004,855										
118913	NOUS RESTERONS SUR TERRE	BOURGEOIS Olivier / BAROUGIER Pierre	documentaire	4,723,555										
119070	NOUVEAUX CHIENS DE GARDE (LES)	BALBASTRE Gilles	documentaire	803,128										
122711	NUITS ROUGES DU BOURREAU DE JADE (LES)	CARBON Julien / COURTIAUD Laurent	fiction	3,001,261										
124203	OPERATION 118 318 SEVICES CLIENTS	BAILLARGEON Julien	fiction	1,273,790										
123585	PAULINE ET FRANCOIS	FELY Renaud	fiction	1,602,155										
121914	PELLEAS ET MELISANDE LE CHANT DES AVEUGLES	BEZIAT Philippe	documentaire	359,646										
123639	PETITS RUISSEAUX (LES)	RABATE Pascal	fiction	3,321,798										
113804	PLUIE DU DIABLE	COSSON Philippe	documentaire	908,794										
121982	REINE DES POMMES (LA)	DONZELLI Valérie	fiction	470,648										
123406	RENDEZ-VOUS AVEC UN ANGE	DE DARUVAR Sophie / THOMAS Yves	fiction	2,823,903										
114484	RIEN DE PERSONNEL	GOKALP Mathias	fiction	2,455,325										
112568	ROBERT MITCHUM EST MORT	BABINET Olivier / KIEHN Frédéric	fiction	1,440,000										
122197	SANS LAISSER DE TRACES	VIGNERON Grégoire	fiction	7,580,443										
121578	SEA REX	VUONG Pascal / CHAPALAIN Ronan	animation	5,109,760										
119377	SIFFLEUR (LE)	LEFEBVRE Philippe	fiction	8,495,118										
124073	SIMON WERNER A DISPARU…	GOBERT Fabrice	fiction	2,478,000										
118587	SOMBRAS (LES OMBRES)	CANALS Oriol	documentaire	784,708										
123534	SUERTE	SECHAUD Jacques	fiction	839,852										
121480	SWEET VALENTINE	LUCHINI Emma	fiction	1,689,467										
120481	TEMOIN INDESIRABLE	LOZANO Juan Jose	documentaire	378,836										
121731	TETE AILLEURS (LA)	PELLE Frédéric	fiction	1,054,741										
120880	TETE DE TURC	ELBE Pascal	fiction	5,529,103										
121985	TITEUF, LE FILM	CHAPUIS Philippe	animation	15,000,000										
122105	TOSCAN	PARTIOT-PIERI Isabelle	documentaire	833,021										
122175	TOTALLY SPIES ! LE FILM	JARDIN Pascal	animation	5,562,742										
120223	TOUT CE QUI BRILLE	NAKACHE Géraldine / MIMRAN Hervé	fiction	6,597,287										
117839	TOUTES LES FILLES PLEURENT	GODRECHE Judith	fiction	1,843,000										
116897	TRAQUE (LA)	BLOSSIER Antoine	fiction	2,619,494										
119474	UN POISON VIOLENT	QUILLEVERE Katell	fiction	2,148,005										
121075	UN SOIR AU CLUB	ACHACHE Jean	fiction	1,703,028										
117678	UNE AFFAIRE DE NEGRES	LEWAT Osvalde	documentaire	269,915										
122096	UNE EXECUTION ORDINAIRE	DUGAIN Marc	fiction	8,483,818										
118831	VERTIGE	FERRY Abel	fiction	2,373,778										
112328	VILLAGE DES OMBRES (LE)	BENHAMMOU Fouad	fiction	1,751,937										
124452	VIVA RIVA !	TUNDA WA MUNGA Djo	fiction	2,302,163										
122600	YVES SAINT LAURENT - PIERRE BERGE, L'AMOUR FOU	THORETTON Pierre	documentaire	2,213,897										
114262	13 M²	GROSSMAN Barthélémy	fiction	611,158										
117796	57000 KM ENTRE NOUS	KREUTER Delphine	fiction	329,892										
120379	8 FOIS DEBOUT	MOLIA Xabi	fiction	1,812,329										
113334	ADIEU GARY	AMAOUCHE Nassim	fiction	3,007,346										
117141	ALLEZ, RACONTE !	ROGER Jean-Christophe	animation	2,868,081										
100385	APPEL DES ARENES (L')	NDIAYE Cheikh	fiction	847,440										
112292	AU VOLEUR	PETIT Sarah	fiction	1,512,805										
118782	AVANT-POSTE	PARRAUD Emmanuel	fiction	1,027,953										
118852	BEAUTIFUL VALLEY	FRIEDLICH Hadar	fiction	1,254,216										
114992	BEAUX GOSSES (LES)	SATTOUF Riad	fiction	4,215,127										
115412	BEL AGE (LE)	PERREAU Laurent	fiction	3,296,020										
118602	BONOBOS	TIXIER Alain	documentaire	2,700,000										
112967	BOUQUET FINAL	DELGADO Michel	fiction	8,000,000										
118626	BRUIT DES GENS AUTOUR (LE )	DIASTEME	fiction	2,505,236										
120846	CARGO	TUTOROV Biljana	documentaire	540,599										
118814	CARRE BLANC	LEONETTI Jean-Baptiste	fiction	3,056,342										
121177	CENDRES ET SANG	ARDANT Fanny	fiction	2,411,625										
118476	C'EST DUR D'ETRE AIME PAR DES CONS	LECONTE Daniel	documentaire	386,859										
120994	CHAQUE JOUR EST UNE FÊTE	EL-HORR Dima	fiction	1,519,948										
120776	CHEMIN NOIR (LE)	BADIS Abdallah	documentaire	508,702										
120546	COCO	ELMALEH Gad	fiction	14,543,794										
115819	COMME LES AUTRES	GARENQ Vincent	fiction	3,986,474										
113869	COMPLICES	MERMOUD Frederic	fiction	3,354,000										
117827	CYPRIEN	CHARHON David	fiction	9,202,859										
120258	DANS TON SOMMEIL	DU POTET Eric / DU POTET Caroline	fiction	2,008,443										
119757	DERNIER POUR LA ROUTE (LE)	GODEAU Philippe	fiction	7,861,975										
111805	DIFFÉRENCE C'EST QUE C'EST PAS PAREIL (LA)	LAETHIER Pascal	fiction	2,816,824										
114865	DIX MILLIONS DE CENTIMES	DERRAIS Bachir	fiction	351,300										
117219	DOMAINE	CHIHA Patric	fiction	1,512,754										
119368	ENFANCE DU MAL (L')	COUSSEMACQ Olivier	fiction	1,070,000										
120463	ENFANTS DE DON QUICHOTTE (ACTE 1) (LES)	LEGRAND Jean-Baptiste / DENECE Ronan / LEGRAND Augustin	documentaire	288,274										
120510	ENFER DE HENRI-GEORGES CLOUZOT (L')	MEDREA Ruxandra / BROMBERG Serge	documentaire	1,030,948										
118798	ESPION(S)	SAADA Nicolas	fiction	7,178,224										
112907	FEMME INVISIBLE (LA)	TEYSSIER Agathe	fiction	2,192,870										
120185	FIL (LE)	BEN ATTIA Medhi	fiction	1,518,683										
121390	FIX ME	ANDONI Raed	documentaire	700,218										
